"pid","grp","duration","entry","exit","num","ind"
2250,"inactive",258,162,276,6294,1
2256,"inactive",260,163,279,6294,1
2257,"inactive",245,148,264,6294,1
2272,"inactive",231,136,251,6294,1
2283,"inactive",251,154,270,6294,1
2284,"inactive",228,135,247,6294,1
2292,"inactive",254,158,276,6294,1
2297,"inactive",252,155,271,6294,1
2299,"inactive",245,148,263,6294,1
2312,"inactive",258,162,276,6294,1
2313,"inactive",231,136,249,6294,1
2314,"inactive",268,171,286,6294,1
2320,"inactive",255,159,275,6294,1
2324,"inactive",245,147,262,6294,1
2331,"inactive",270,173,288,6294,1
2339,"inactive",259,162,284,6294,1
2344,"inactive",254,158,278,6294,1
2359,"inactive",260,164,281,6294,1
2360,"inactive",267,169,289,6294,1
2384,"inactive",264,167,289,6294,1
2388,"inactive",250,153,271,6294,1
2390,"inactive",249,151,269,6294,1
2414,"inactive",286,190,304,6294,1
2417,"inactive",257,161,276,6294,1
2429,"inactive",246,149,265,6294,1
2436,"inactive",281,184,299,6294,1
2438,"inactive",265,168,285,6294,1
2450,"inactive",252,155,268,6294,1
2453,"inactive",273,176,295,6294,1
2458,"inactive",237,141,257,6294,1
2464,"inactive",257,161,277,6294,1
2471,"inactive",256,160,278,6294,1
2473,"inactive",258,161,284,6294,1
2483,"inactive",250,153,269,6294,1
2484,"inactive",261,164,284,6294,1
2485,"inactive",259,162,283,6294,1
2487,"inactive",258,161,280,6294,1
2492,"inactive",266,168,284,6294,1
2500,"inactive",264,167,284,6294,1
2501,"inactive",244,146,267,6294,1
2504,"inactive",254,157,273,6294,1
2505,"inactive",235,139,254,6294,1
2514,"inactive",247,149,269,6294,1
2516,"inactive",238,142,260,6294,1
2524,"inactive",262,165,282,6294,1
2527,"inactive",264,167,285,6294,1
2528,"inactive",283,187,307,6294,1
2537,"inactive",281,184,300,6294,1
2539,"inactive",276,178,299,6294,1
2540,"inactive",273,175,295,6294,1
2551,"inactive",261,164,282,6294,1
2553,"inactive",285,188,305,6294,1
2554,"inactive",271,174,291,6294,1
2557,"inactive",282,185,301,6294,1
2560,"inactive",271,174,295,6294,1
2561,"inactive",277,179,296,6294,1
2575,"inactive",272,174,288,6294,1
2588,"inactive",288,192,309,6294,1
2589,"inactive",260,163,283,6294,1
2591,"inactive",294,199,317,6294,1
2595,"inactive",259,162,276,6294,1
2599,"inactive",268,170,284,6294,1
2600,"inactive",285,188,305,6294,1
2603,"inactive",269,171,292,6294,1
2611,"inactive",280,183,301,6294,1
2627,"inactive",263,166,284,6294,1
2641,"inactive",267,168,287,6294,1
2642,"inactive",260,163,280,6294,1
2645,"inactive",259,162,279,6294,1
2659,"inactive",254,157,277,6294,1
2669,"inactive",289,193,310,6294,1
2689,"inactive",278,181,299,6294,1
2691,"inactive",284,187,301,6294,1
2699,"inactive",277,180,300,6294,1
2712,"inactive",276,178,294,6294,1
2717,"inactive",279,182,299,6294,1
2721,"inactive",279,182,299,6294,1
